DealerID;Name;Address1;Address2;City;State;ZipCode;Phone;StoreID;URL;Latitude;Longitude;NewDate;ST;SA;Simmons OHM BT;Serta OHM BT;OHM CG;Legacy Simmons DealerID;Legacy Simmons OHM BT;Legacy Serta DealerID;Legacy Serta OHM_BT;Licensee Territory;LR Number;Brand;Rep SalesTeam;Rep Region;Rep Branch;Rep Territory;Sales Channel;Market Segment;Status Level;Rep Store Success;Hide From PTV;Email;Hide From Locator;FName;LName;User_ID;Simmons Approver;Simmons Approver_Rep_ID;Simmons Approver_User_ID;Serta Approver;Serta Approver_Rep_ID;Serta Approver_User_ID;freq;freqPhone;visitRhythm;Total Wholesale
46;Nebraska Furniture Mart;700 S 72nd St;;Omaha;NE;"	68114";(800) 359-1200;"	";www.nfm.com;"	41.2530654";"	-96.0246491";41:34,6;717525;717525;"	717525";"	";"	50180001";"	 ";"	 ";"	 ";"	 ";"	NO        ";29490;SIMMONS;Store Success;West;Mid West 1;Mid West 1_08;;;Black Diamond Preferred;YES;0;;0;Melissa;Ullrich;102021;Harris, Rick (Rep RHR);Rep RHR;101762;;;;48;0;1;
5359;Godwins;4906 N Saginaw Rd;;Midland;MI;"	48640";(989) 835-4881;"	";www.godwinsfurniture.com/store/products/CategoryListing?id=19&styleId=12;"	43.6419062";"	-84.2876632";41:53,5;255554;216373;"	7216373";"	";"	10140000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16754;SIMMONS;Store Success;West;Mid West 2;Mid West 2_12;;;;YES;0;;0;Tom;Robinson;101347;Bickford, Guy (Rep BIK);Rep BIK;100517;;;;6;12;8;
5361;Godwins;6410 Bay Rd;;Saginaw;MI;"	48604";(989) 793-3390;"	";www.godwinsfurniture.com/store/products/CategoryListing?id=19&styleId=12;"	43.5002374";"	-83.9718587";41:53,5;255554;216373;"	7216373";"	";"	10140000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16755;SIMMONS;Store Success;West;Mid West 2;Mid West 2_12;;;;YES;0;;0;Tom;Robinson;101347;Bickford, Guy (Rep BIK);Rep BIK;100517;;;;6;12;8;
5362;Gray's Furniture;222 E Broadway St;;Mt Pleasant;MI;"	48858";(989) 772-1415;"	";;"	43.6042185";"	-84.7743485";41:53,6;12807;12807;"	712807";"	";"	10140000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16756;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Guy;Bickford;100517;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
5363;Idzior Furniture;4585 North Huron Road;;Pinconning;MI;"	48650";(989) 879-2177;"	";www.idzior.com/_CGI/SEARCH3?MAJOR=MATR&MAN_SORT=%7CSIMMONS&POS=0&OPEN_DIV=%7CBRAND;"	43.870029";"	-83.9668208";41:53,6;300124;300124;"	7300124";"	";"	10140000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16757;SIMMONS;Store Success;West;Mid West 2;Mid West 2_12;;;;YES;0;idziorfurniture@yahoo.com;0;Tom;Robinson;101347;Bickford, Guy (Rep BIK);Rep BIK;100517;;;;12;12;4;
5366;Morse Clark Furniture;219 W Houghton Ave;;West Branch;MI;"	48661";(989) 345-0355;"	";;"	44.2762803";"	-84.2375694";41:53,6;13077;13077;"	713077";"	";"	10140000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16758;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Guy;Bickford;100517;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
5506;Ardinger's;1710 Mill Bay Rd;;Kodiak;AK;"	99615";(907) 486-5554;"	";;"	57.800463";"	-152.382651";;101344;101344;"	7300716";"	";"	90002542";"	 ";"	 ";"	 ";"	 ";"	NO        ";14761;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_04;;;;NO;0;;0;Lawrence;Lamar;101278;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;0;0;4;
5512;Follett's Furniture;825 Main St;;Lewiston;ID;"	83501";(208) 743-0177;"	";;"	46.4204381";"	-117.0230483";41:53,7;214501;214501;"	7214501";"	";"	90002247";"	 ";"	 ";"	 ";"	 ";"	NO        ";25536;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_01;;;;NO;0;;0;Joe;Lacroix;101547;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;0;0;4;
5520;Hometown Furniture;4950 Tongass Highway;Suite 102;Ketchikan;AK;"	99901";(907) 225-8433;"	";;"	55.372515";"	-131.719906";00:00,0;215822;215822;"	7215822";"	";"	90002257";"	 ";"	 ";"	 ";"	 ";"	NO        ";14762;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_04;;;;NO;0;;0;Lawrence;Lamar;101278;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;0;;4;
5523;Runge Furniture;303 E Spokane Avenue.;;Coeur D Alene;ID;"	83814";(208) 664-2131;"	";http://www.rungefurniture.com/index.html;"	47.6879167";"	-116.7814327";00:00,0;7214832;7214832;"	7214832";"	";"	90002248";"	 ";"	 ";"	 ";"	 ";"	NO        ";16760;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_01;;;;NO;0;;0;Joe;Lacroix;101547;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;6;0;8;
5525;Sadler's Furniture;Sterling Hwy;;Sterling;AK;"	99672";(907) 262-5009;"	";;"	60.5362333";"	-150.7866777";00:00,0;214245;214245;"	7214245";"	";"	70740019";"	 ";"	 ";"	 ";"	 ";"	NO        ";14764;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_04;;;;NO;0;;0;Lawrence;Lamar;101278;Lamar, Lawrence (Rep LAL);Rep LAL;101278;;;;0;0;4;
5528;Saundra's Furniture;279 S Main Street.;;Colville;WA;"	99114";(509) 684-4491;"	";;"	48.5424238";"	-117.9057578";00:00,0;418631;418631;"	7418631";"	";"	70080648";"	 ";"	 ";"	 ";"	 ";"	NO        ";25538;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_06;;;;NO;0;;0;Alan;Pehrson;100817;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;0;0;4;
5529;Sleep Comfort by Nerlands;601 West 36th Avenue;Ste 19;Anchorage;AK;"	99503";(907) 258-2505;"	";;"	61.1885417";"	-149.8945778";00:00,0;214253;214253;"	7214253";"	";"	70080651";"	 ";"	 ";"	 ";"	 ";"	NO        ";14766;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_04;;;;NO;0;;0;Lawrence;Lamar;101278;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;0;;4;
5532;Tongass Furniture;312 Dock St;;Ketchikan;AK;"	99901";(907) 225-5101;"	";;"	55.3419469";"	-131.6472025";00:00,0;54998;54998;"	754998";"	";"	70080654";"	 ";"	 ";"	 ";"	 ";"	NO        ";14767;SIMMONS;Serta Simmons Bedding;SSB;Seattle;Seattle_04;;;;NO;0;;0;Lawrence;Lamar;101278;Ramsden, Marilyn (Rep MRM);Rep MRM;101761;;;;8;0;4;
5554;Carruth Furniture;104 South Howard Avenue;;Landrum;SC;"	29356";(864) 457-3344;"	";;"	35.173842";"	-82.1887859";41:54,0;2659;2659;"	72659";"	";"	90002493";"	 ";"	 ";"	 ";"	 ";"	NO        ";16762;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;carruthfurniture@charterinternet.com;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;0;4;
5566;Erwin Hills Wayside Furniture;507 New Leicester Highway;;Asheville;NC;"	28806";(828) 254-7936;"	";;"	35.611047";"	-82.6279024";41:54,0;429177;429177;"	7429177";"	";"	90002988";"	 ";"	 ";"	 ";"	 ";"	NO        ";16763;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;;4;
5568;Furniture  Mattress Galleries;458 Bypass 72 NW;;Greenwood;SC;"	29649";(864) 229-4012;"	";;"	34.2089861";"	-82.1849163";41:54,1;237478;237478;"	7237478";"	";"	70200003";"	 ";"	 ";"	 ";"	 ";"	NO        ";29357;SIMMONS;Store Success;East;South East 2;South East 2_08;;;;YES;0;furnituregalleries@embarqmail.com;0;Beth;Neale;101827;Lyles, Steve (Rep SLY);Rep SLY;101845;;;;12;12;4;
5575;Massie Furniture;134 Main Street;;Waynesville;NC;"	28786";(828) 456-3311;"	";;"	35.4880876";"	-82.9889141";41:54,1;9943;9943;"	7300099";"	";"	90002511";"	 ";"	 ";"	 ";"	 ";"	NO        ";16764;SIMMONS;Serta Simmons Bedding;SSB;Nashville;Nashville_07;;;;NO;0;;0;Jeff;Clark;100365;Webb, Dennis (Rep WEB);Rep WEB;101189;;;;8;0;4;
5577;Old Colony Furniture;3411 Augusta Road;;Greenville;SC;"	29605";(864) 277-5330;"	";;"	34.8055921";"	-82.3790181";00:00,0;233287;233287;"	7411956";"	";"	90002662";"	 ";"	 ";"	 ";"	 ";"	NO        ";25539;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;12;0;4;
5587;Wes Bolick Bedrooms;20 Haywood Road;;Greenville;SC;"	29607";(864) 288-7789;"	";;"	34.8329362";"	-82.346482";41:54,2;257161;257161;"	7257161";"	";"	90002468";"	 ";"	 ";"	 ";"	 ";"	NO        ";16765;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;;4;
5607;Miller Furniture Barn;107 Edinburg  Road;;New Castle;PA;"	16102";(724) 667-7755;"	";;"	40.9658223";"	-80.4373676";14:43,4;422195;422195;"	7422195";"	";"	90002867";"	 ";"	 ";"	 ";"	 ";"	NO        ";16767;SIMMONS;Serta Simmons Bedding;SSB;New York;New York_07;;;;NO;0;;1;Adam;Sipe;101605;Leyva, Lou (Rep LLE);Rep LLE;101752;;;;8;;4;
5613;Mr Mattress;1846 Wade Hampton Blvd;;Greenville;SC;"	29609";(864) 268-1940;"	";www.yp.bellsouth.com/mrmattress;"	34.8779731";"	-82.3612991";;237800;237800;"	7237800";"	";"	90002336";"	 ";"	 ";"	 ";"	 ";"	NO        ";16768;SIMMONS;Store Success;East;South East 2;South East 2_06;;;;YES;0;;1;Tim;Fleming;101727;Lane, Bill (Rep BLN);Rep BLN;101753;;;;3;4;16;
5681;Parker Furniture;RT 257;PO Box 198;Cranberry;PA;"	16319";(814) 677-4061;"	";;"	41.3519348";"	-79.7106862";41:54,3;144831;144831;"	7144831";"	";"	90002111";"	 ";"	 ";"	 ";"	 ";"	NO        ";16771;SIMMONS;Serta Simmons Bedding;SSB;New York;New York_07;;;;NO;0;;0;Adam;Sipe;101605;Leyva, Lou (Rep LLE);Rep LLE;101752;;;;12;0;4;
5812;Mattresses  More;7825 Pines Boulevard;;Pembroke Pines;FL;"	33024";(954) 985-4033;"	";mymattressesandmore.com/;"	26.009761";"	-80.2446533";00:00,0;423405;423405;"	7423405";"	";"	70080290";"	 ";"	 ";"	 ";"	 ";"	NO        ";25548;SIMMONS;Serta Simmons Bedding;SSB;Florida;Florida_06;;;;NO;0;;0;Jorge;Martinez;101560;Westerman, Justin (REP JWE);REP JWE;101544;;;;0;0;4;
5836;Total Furniture;8400 75th St;;Kenosha;WI;"	53142";(262) 694-3444;"	";;"	42.568052";"	-87.909817";41:54,4;447643;242569;"	7242569";"	";"	70470003";"	 ";"	 ";"	 ";"	 ";"	NO        ";16783;SIMMONS;Store Success;West;Mid West 1;Mid West 1_12;;;;YES;0;erohn@totalfurniture.com;0;Sean;Kern;101853;Faraci, Frank (Rep FF1);Rep FF1;101799;;;;12;4;4;
5843;Mattress Firm;11615 Fountains Dr;;Maple Grove;MN;"	55369";(763) 425-3630;"	080012";www.mattressfirm.com/simmons-mattresses-0-c16/;"	45.0929171";"	-93.4273242";44:24,7;7446630;7446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	NO        ";16784;SIMMONS;Store Success;West;Mid West 1;Mid West 1_10;;;Black Diamond Preferred;YES;0;;0;Aaron;Korus;101852;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
5877;Dream House Furniture;63 Quaker Road;;Queensbury;NY;"	12804";(518) 793-0800;"	";;"	43.3322963";"	-73.667802";41:54,4;424425;424425;"	7424425";"	";"	90002917";"	 ";"	 ";"	 ";"	 ";"	NO        ";25550;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Alicia;Lomber;102091;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;12;0;4;
5880;Horton True Value;198 Main Street;;Afton;NY;"	13730";(607) 639-1283;"	";;"	42.2286169";"	-75.5251648";41:54,4;253319;253319;"	7253319";"	";"	90002432";"	 ";"	 ";"	 ";"	 ";"	NO        ";16785;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Heather;Redman;102032;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;0;0;4;
5889;Woodware;Rt. 7;P.O. Box 1268;Middlebury;VT;"	05753";(802) 388-6297;"	";;"	44.0153699";"	-73.1669803";41:54,5;302389;230085;"	7302389";"	";"	90002577";"	 ";"	 ";"	 ";"	 ";"	NO        ";16786;SIMMONS;Serta Simmons Bedding;SSB;Boston;Boston_02;;;;NO;0;andrewcherman@yahoo.com;0;Peter;O'Brien;101768;Marano, Jacki (Rep JMA);Rep JMA;101558;;;;12;0;4;
5908;Zaksons Furniture;729 Brick Blvd;;Brick;NJ;"	08723";(732) 477-8400;"	";;"	40.0593349";"	-74.136477";41:54,5;174812;174812;"	7174812";"	";"	90002164";"	 ";"	 ";"	 ";"	 ";"	NO        ";16787;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;0;4;
5990;Mattress Firm;5313 Route 9 North;Greenleaf at Howell;Howell;NJ;"	07731";(732) 901-0171;"	";www.mattressfirm.com/simmons-mattresses-0-c16/;"	40.127545";"	-74.22191";;7446630;7446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	NO        ";25553;SIMMONS;Store Success;East;North East 2;North East 2_01;;;Black Diamond Preferred;YES;0;;0;Catherine;Roth;101054;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;12;4;
5999;Mattress Firm;1297 Route 33;Hamilton Plaza;Trenton;NJ;"	08619";(609) 587-6401;"	";www.mattressfirm.com/simmons-mattresses-0-c16/;"	40.2363353";"	-74.5864476";;83410;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	NO        ";16802;SIMMONS;Store Success;East;North East 2;North East 2_01;;;Black Diamond Preferred;YES;0;;0;Catherine;Roth;101054;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;12;4;
6080;Wayside;68 South Mogor Ave;;Mt. Kisco;NY;"	10549";(914) 666-8018;"	";;"	41.2064678";"	-73.7300126";41:54,6;34867;34867;"	734867";"	";"	70080084";"	 ";"	 ";"	 ";"	 ";"	NO        ";16806;SIMMONS;Serta Simmons Bedding;SSB;Boston;Boston_05;;;;NO;0;;0;Meg;O'Brien;101673;Marano, Jacki (Rep JMA);Rep JMA;101558;;;;8;;4;
6084;Wayside;717 Wilbur Cross Hwy;;Berlin;CT;"	06037";(660) 829-2007;"	";;"	41.630631";"	-72.737599";41:54,6;34867;34867;"	734867";"	";"	70080084";"	 ";"	 ";"	 ";"	 ";"	NO        ";16807;SIMMONS;Serta Simmons Bedding;SSB;Boston;Boston_05;;;;NO;0;;0;Meg;O'Brien;101673;Marano, Jacki (Rep JMA);Rep JMA;101558;;;;8;;4;
6086;McNabb  Risley;215 N Main St;;Thiensville;WI;"	53092";(262) 242-1000;"	";;"	43.234469";"	-87.984544";41:54,6;14240;14240;"	714240";"	";"	90002107";"	 ";"	 ";"	 ";"	 ";"	NO        ";16808;SIMMONS;Serta Simmons Bedding;SSB;Chicago;Chicago_00;;;;NO;0;;0;Joseph;Realzola;101732;Heigl, Jeff (REP JEH);REP JEH;102027;;;;8;0;4;
6089;Slumberland Furniture;1631 N Stevens St;;Rhinelander;WI;"	54501";(715) 365-3300;"	";https://www.slumberland.com/furniture/departments/mattresses/beautyrest-beautysleep-mattresses;"	45.6556416";"	-89.3961539";41:54,6;717921;717921;"	717921";"	";"	50200000";"	 ";"	 ";"	 ";"	 ";"	NO        ";16809;SIMMONS;Store Success;West;Mid West 1;Mid West 1_12;;;;YES;0;;0;Sean;Kern;101853;Haugland, Dan (Rep DHU);Rep DHU;100940;;;;12;4;4;
6090;Slumberland Furniture;3512 S Central Ave;;Marshfield;WI;"	54449";(715) 387-1610;"	";https://www.slumberland.com/furniture/departments/mattresses/beautyrest-beautysleep-mattresses;"	44.633206";"	-90.18086";41:54,6;717921;717921;"	717921";"	";"	50200000";"	 ";"	 ";"	 ";"	 ";"	NO        ";16810;SIMMONS;Store Success;West;Mid West 1;Mid West 1_12;;;;YES;0;;0;Sean;Kern;101853;Haugland, Dan (Rep DHU);Rep DHU;100940;;;;12;12;4;
6151;Bedding Plus;110 Terry Pkwy;;Terrytown;LA;"	70056";(504) 227-8332;"	";www.beddingplusmattress.com;"	29.921133";"	-90.035342";12:20,2;448675;257369;"	7257369";"	";"	90002472";"	 ";"	 ";"	 ";"	 ";"	NO        ";16817;SIMMONS;Serta Simmons Bedding;SSB;Houston;Houston_05;;;;NO;0;;0;Malcolm;Alexander;101794;Morgan, Mickey (Rep MMR);Rep MMR;101757;;;;6;;4;
6153;Bedding Plus;2741 W Thomas St;;Hammond;LA;"	70401";(985) 543-0035;"	";www.beddingplusmattress.com;"	30.5020084";"	-90.4921356";12:20,3;448675;257369;"	7257369";"	";"	90002472";"	 ";"	 ";"	 ";"	 ";"	NO        ";25373;SIMMONS;Serta Simmons Bedding;SSB;Houston;Houston_05;;;;NO;0;;0;Malcolm;Alexander;101794;Morgan, Mickey (Rep MMR);Rep MMR;101757;;;;6;;4;
6161;Mattressland;5520 Leesburg Pike;Ste A;Falls Church;VA;"	22041";(703) 778-5096;"	";;"	38.8486283";"	-77.1251417";41:54,7;7429528;7429528;"	7429528";"	";"	90003007";"	 ";"	 ";"	 ";"	 ";"	yes       ";25557;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Daniel;Reppe;101633;Mersbach, Tom (REP TME);REP TME;101569;;;;12;6;4;
6173;Albarado's;205 Winchester Dr;;Lafayette;LA;"	70506";(337) 981-4222;"	";;"	30.2013572";"	-92.0674947";41:54,7;431983;188102;"	7188102";"	";"	90002188";"	 ";"	 ";"	 ";"	 ";"	NO        ";16819;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;0;4;
6185;Sleepy Hollow;900 Louisville Ave;;Monroe;LA;"	71201";(800) 407-0045;"	";;"	32.5121898";"	-92.1145856";41:54,8;187112;187112;"	7187112";"	";"	70270004";"	 ";"	 ";"	 ";"	 ";"	NO        ";16821;SIMMONS;Serta Simmons Bedding;SSB;Nashville;Nashville_02;;;;NO;0;sleepyhollowfurniture@hotmail.com;0;Jose;Budde;100902;Webb, Dennis (Rep WEB);Rep WEB;101189;;;;6;;4;
6188;Hart Furniture;6047 W Main St;;Houma;LA;"	70360";(985) 851-1824;"	";;"	29.6308405";"	-90.7567724";41:54,8;255595;255595;"	7255595";"	";"	90002455";"	 ";"	 ";"	 ";"	 ";"	NO        ";25558;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;6;0;4;
6190;Sleep Shoppe;6782 W Park Ave;;Houma;LA;"	70364";(985) 851-1796;"	";www.landmarkhomeonline.com;"	29.6131092";"	-90.7448769";41:54,9;7255595;7255595;"	7255595";"	";"	90002455";"	 ";"	 ";"	 ";"	 ";"	NO        ";16822;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;6;0;4;
6193;Mason Salters;365 2nd St;;Natchitoches;LA;"	71457";(318) 352-6446;"	";;"	31.7575698";"	-93.0892702";41:54,9;40279;40279;"	740279";"	";"	70080685";"	 ";"	 ";"	 ";"	 ";"	NO        ";16824;SIMMONS;Serta Simmons Bedding;SSB;Houston;Houston_01;;;;NO;0;ssalter@masonsalters.com;0;Robert;Corio;101775;Morgan, Mickey (Rep MMR);Rep MMR;101757;;;;12;0;4;
6220;Wolf Furniture Galleries;4313 N Vine St;;Hays;KS;"	67601";(785) 625-4800;"	";;"	38.9020851";"	-99.3179247";41:54,9;253004;253004;"	7253004";"	";"	90002429";"	 ";"	 ";"	 ";"	 ";"	NO        ";16826;SIMMONS;Store Success;East;South East 3;South East 3_02;;;;YES;0;;0;Katie;Quigley;101609;Anderson, Dale (Rep DAD);Rep DAD;101831;;;;12;12;4;
6272;Mattress Firm;1921 N Town East Blvd;;Mesquite;TX;"	75150";(972) 681-6353;"	002097";www.mattressfirm.com/simmons-mattresses-0-c16/;"	32.8112824";"	-96.6289915";44:26,4;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";25562;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
6273;Mattress Firm;1001 N. Central Expressway;;Plano;TX;"	75075";(469) 241-1664;"	002120";www.mattressfirm.com/simmons-mattresses-0-c16/;"	33.0151995";"	-96.7093552";44:26,6;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";25563;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
6279;Denio's;850 US-77;;Cameron;TX;"	76520";(888) 697-6759;"	";;"	30.760094";"	-96.9884058";41:55,1;421168;421168;"	7421168";"	";"	90002848";"	 ";"	 ";"	 ";"	 ";"	NO        ";16829;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Amanda;Travis;102079;Morrissey, Heather (Rep HMO);Rep HMO;101670;;;;8;0;4;
6282;Mattress Firm;2409 W Airport Fwy;;Irving;TX;"	75062";(972) 258-0760;"	002090";www.mattressfirm.com/simmons-mattresses-0-c16/;"	32.8385267";"	-96.978118";44:26,9;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16830;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
6283;Mattress Firm;4654 S Cooper St;Ste 334;Arlington;TX;"	76017";(817) 784-1114;"	002105";www.mattressfirm.com/simmons-mattresses-0-c16/;"	32.67149";"	-97.1351819";44:27,2;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";25565;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
6285;Missouri Furniture;Hwy 5 North;;Camdenton;MO;"	65020";(573) 346-3533;"	";www.missourifurniture.com;"	38.0081742";"	-92.7445287";41:55,1;429654;429654;"	7429654";"	";"	70080452";"	 ";"	 ";"	 ";"	 ";"	NO        ";16831;SIMMONS;Serta Simmons Bedding;SSB;Houston;Houston_06;;;;NO;0;MOFURNHQ@socket.net;0;Aaron;Reigle;102028;Morgan, Mickey (Rep MMR);Rep MMR;101757;;;;0;0;4;
6288;Missouri Furniture;5020 S Limit Ave;;Sedalia;MO;"	65301";(660) 826-2201;"	";www.missourifurniture.com;"	38.6607306";"	-93.2531114";41:55,2;430646;429654;"	7429654";"	";"	70080452";"	 ";"	 ";"	 ";"	 ";"	NO        ";16832;SIMMONS;Serta Simmons Bedding;SSB;Houston;Houston_06;;;;NO;0;;0;Aaron;Reigle;102028;Morgan, Mickey (Rep MMR);Rep MMR;101757;;;;0;0;4;
6290;American Furniture Warehouse;8501 Grant St;;Thornton;CO;"	80229";(303) 289-3311;"	";www.jakejabs.com;"	39.8514839";"	-104.9831587";;185223;79037;"	779037";"	";"	50020000";"	 ";"	 ";"	 ";"	 ";"	NO        ";16833;SIMMONS;Store Success;West;South West;South West_07;;;;YES;0;;0;Jerry;Clausman;100367;Applegate, Doug (Rep APP);Rep APP;100348;;;;48;0;1;
6291;American Furniture Warehouse;8820 American Way;;Englewood;CO;"	80112";(303) 799-9044;"	";www.jakejabs.com;"	39.5590402";"	-104.8266643";;185223;79037;"	779037";"	";"	50020000";"	 ";"	 ";"	 ";"	 ";"	NO        ";16834;SIMMONS;Store Success;West;South West;South West_07;;;;YES;0;;0;Jerry;Clausman;100367;Applegate, Doug (Rep APP);Rep APP;100348;;;;48;0;1;
6313;Longbotham Furniture;109 W Navasota St;;Groesbeck;TX;"	76642";(254) 729-3809;"	";;"	31.5234368";"	-96.5339417";41:55,3;416205;416205;"	7416205";"	";"	90002729";"	 ";"	 ";"	 ";"	 ";"	yes       ";16836;SIMMONS;Serta Simmons Bedding;SSB;Corporate;Corporate;;;;NO;0;;0;Weston;King;102058;Mersbach, Tom (REP TME);REP TME;101569;;;;8;;4;
6328;Mattress Firm;1800 South Loop 288 ;;Denton;TX;"	76205";(940) 320-5428;"	002114";www.mattressfirm.com/simmons-mattresses-0-c16/;"	33.1937772";"	-97.098949";44:28,2;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16837;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
6329;Mattress Firm;5000 W Park Blvd;Ste 102;Plano;TX;"	75093";(972) 732-6060;"	002094";www.mattressfirm.com/simmons-mattresses-0-c16/;"	33.0268697";"	-96.7962041";44:28,5;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16838;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
6330;Mattress Firm;2040 Mall Circle;;Ft. Worth;TX;"	76116";(817) 377-2446;"	";www.mattressfirm.com/simmons-mattresses-0-c16/;"	32.7366482";"	-97.437561";44:28,7;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";16839;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;24;4;2;
6333;Mattress Firm;3015 Knox St;;Dallas;TX;"	75205";(214) 559-6101;"	002087";www.mattressfirm.com/simmons-mattresses-0-c16/;"	32.8222991";"	-96.7870707";44:29,0;446630;446630;"	7446630";"	";"	10060000";"	 ";"	 ";"	 ";"	 ";"	yes       ";25569;SIMMONS;Store Success;West;South Central;South Central_09;;;Black Diamond Preferred;YES;0;;0;James;Cypher;101549;Laney, Mike  (Rep LAN);Rep LAN;100345;;;;12;4;4;
